  9.9411975147687714e-001  1.0254834238281318e+000
  1.0113701970623277e+000  1.0065204257975413e+000
  1.0019745527425290e+000  1.0019052046703076e+000
  9.9765428150272506e-001  1.0287452582614360e+000
  1.0021030523534149e+000  9.8280281190548091e-001
  1.0057581080456168e+000  9.5078460470175818e-001
  1.0005629899294894e+000  1.0213971014706202e+000
  9.9920960856477703e-001  1.0152054375163468e+000
  1.0043353825222401e+000  1.0201096755931365e+000
  1.0003656268233492e+000  9.6181948371604920e-001
  9.9542572738360702e-001  1.0075390656204193e+000
  1.0077315031830285e+000  9.7310683336819925e-001
  1.0100537866567607e+000  9.7516040934819903e-001
  9.8855370771099671e-001  1.0260906906350686e+000
  1.0020726602052905e+000  1.0201265233959655e+000
  9.9926729756986388e-001  9.7938984742058510e-001
  9.9459824209479719e-001  1.0334237103568000e+000
  9.9830829739484628e-001  9.3983189868796857e-001
  1.0053821863009906e+000  9.7507996757172355e-001
  1.0009856105400967e+000  1.0438010196307688e+000
  9.9396366343564979e-001  1.0371123841138428e+000
  1.0038113794507095e+000  1.0816846523451218e+000
  1.0022172869738069e+000  1.0585321233532703e+000
  1.0084159448592038e+000  1.0509648968716028e+000
  1.0014950248022159e+000  1.0109465626039149e+000
  1.0038203154938041e+000  1.0417975257343786e+000
  1.0008300059614739e+000  9.5772566623313149e-001
  9.9484909166114277e-001  1.0096589652960943e+000
  1.0012461793995187e+000  1.0201350713999993e+000
  1.0041967981698670e+000  9.6937243917178761e-001
  1.0035375017994654e+000  1.0212261112481003e+000
  1.0055040929910022e+000  1.0456401048092878e+000
  1.0033849578143856e+000  9.9657370724780547e-001
  9.9991794194533223e-001  9.9195037106699047e-001
  9.9893867978676609e-001  1.0125641452715053e+000
  1.0060382669939418e+000  9.9247582272762680e-001
  1.0022511642812040e+000  9.3040323565376293e-001
  1.0041276770802408e+000  9.0126060433782118e-001
  9.9556516390262517e-001  9.1497959180645494e-001
  1.0025872854558402e+000  1.0644302619254451e+000
  1.0021446322491707e+000  1.0266168875406319e+000
  1.0063653325475510e+000  9.3306101464252589e-001
  9.9734176293637455e-001  9.7942415892147905e-001
  1.0040577900467254e+000  1.1365801134811186e+000
  1.0006071223975945e+000  9.9127031325267134e-001
  9.9960148501832868e-001  1.0756776137362432e+000
  9.9728975563246858e-001  9.8480819802617536e-001
  1.0051972337704267e+000  1.0211417461343992e+000
  1.0006852654236140e+000  1.0390022390506626e+000
  9.9936523054287263e-001  1.0312781625291469e+000
  1.0061578922905801e+000  9.8187898237973159e-001
  1.0034868594721740e+000  9.8839060450067950e-001
  1.0064737347835468e+000  1.0484504719519392e+000
  9.9659841280111372e-001  9.8262653148128798e-001
  9.9986738062315372e-001  1.0145897845704137e+000
  1.0025005339874873e+000  9.9077515679517658e-001
  1.0073785924137790e+000  1.0055057223749697e+000
  1.0020787436666836e+000  1.0187467618625814e+000
  1.0063850036348840e+000  1.0251425709136313e+000
  1.0052905095993550e+000  1.0310792870039214e+000
  1.0000047253313378e+000  9.9641587066203763e-001
  1.0095291220435583e+000  1.0107905710834135e+000
  1.0029049859279584e+000  1.0140997700294139e+000
  1.0043407562165358e+000  1.0262432567092707e+000
  1.0042762746833813e+000  9.9008029495506500e-001
  9.9935923855962427e-001  1.0354090393047373e+000
  1.0031027015498430e+000  1.0155884494882028e+000
  9.9604632845062158e-001  1.0003885749704229e+000
  1.0116366300540560e+000  9.8999923963126368e-001
  9.9911010272947764e-001  1.0581724934934857e+000
  1.0052333184061133e+000  1.0267614927344721e+000
  9.9558251662726049e-001  1.0045235925529861e+000
  1.0095805047327775e+000  1.0327401017760203e+000
  1.0043104564407306e+000  9.8965844121719992e-001
  9.9738230466786526e-001  9.2238007682167933e-001
  1.0080890250274306e+000  1.0265123903433402e+000
  1.0009704924357434e+000  1.0444564659481868e+000
  1.0062628513847374e+000  1.0312068995632377e+000
  1.0158846615030941e+000  1.0440897797973974e+000
  1.0005246252145767e+000  1.0283977176693455e+000
  1.0031724533438486e+000  1.0290043401589974e+000
  1.0019717226149005e+000  1.0394340124776171e+000
  1.0022327770396011e+000  1.0068169099552788e+000
  1.0031331611932006e+000  9.7543133018598671e-001
  1.0052063911187288e+000  1.0298800068412588e+000
  9.9816038967874277e-001  9.2723066045370484e-001
  1.0038838941889177e+000  9.9150342118658841e-001
  1.0049308008779960e+000  9.8537696723956203e-001
  9.9535869157417600e-001  9.0347299936821568e-001
  1.0029610832717770e+000  9.8294822485258670e-001
  9.9852514653839308e-001  1.0106885858848214e+000
  1.0035074893828304e+000  1.0358885268367137e+000
  1.0018040381218793e+000  1.0151055724342806e+000
  1.0038992668532476e+000  1.1423083044676090e+000
  1.0015366262087895e+000  1.0192024374217372e+000
  1.0029453364011347e+000  1.0511479857468853e+000
  1.0026418593216306e+000  1.0354529105599539e+000
  1.0003880922129913e+000  9.8031651785017848e-001
  1.0036676098688293e+000  1.0478117220412573e+000
  9.9783489806037229e-001  1.0675425711633779e+000
  1.0052614705112768e+000  9.9994661124278139e-001
  1.0035970577900084e+000  1.0343508379739876e+000
  9.9391835282780039e-001  9.6242397046210160e-001
  1.0045663588954221e+000  1.0029712386816267e+000
  1.0076086675699181e+000  1.0524254075752044e+000
  1.0036860913312475e+000  9.9247214711448195e-001
  1.0010779332221333e+000  9.5395266873856255e-001
  1.0104946101918495e+000  9.9166714815645651e-001
  1.0004266401220863e+000  1.1137182410504152e+000
  1.0025205065202136e+000  1.0560239958963309e+000
  1.0098048716470631e+000  1.0148755319655107e+000
  1.0039310860716930e+000  9.6997739833155128e-001
  1.0012632155234842e+000  1.0238121869330199e+000
  9.9812423929177707e-001  1.0563409224006020e+000
  1.0015637807910827e+000  1.0121312383043908e+000
  1.0071265727365122e+000  1.0691048253350266e+000
  9.9641134655356001e-001  9.8318649449311635e-001
  1.0044435234285025e+000  9.8669486207906654e-001
  1.0061227123086940e+000  9.2755289255484652e-001
  9.9846902014751393e-001  1.0150488748039490e+000
  1.0018555548661014e+000  1.0057151931878794e+000
  1.0068571613725388e+000  9.9353556897261874e-001
  9.9564495782158724e-001  9.0056060267750471e-001
  1.0016305781711727e+000  9.1610751679636238e-001
  1.0057358480689791e+000  1.0468262086570428e+000
  9.9716745347188862e-001  9.7956801556383699e-001
  1.0078919762916234e+000  1.0725778978957816e+000
  9.9968491423392414e-001  9.4848841380078408e-001
  9.9929252550945169e-001  9.5015632122705518e-001
  1.0074401970192368e+000  9.3897025341951512e-001
  1.0019793725783883e+000  1.0489262034461619e+000
  9.9792442205946430e-001  9.8778011720752523e-001
  9.9815049508727027e-001  8.6523470862527674e-001
  1.0048560631868193e+000  9.0818764762438997e-001
  1.0017506651361587e+000  9.2688656954505655e-001
  1.0002088371553552e+000  1.0706211767193157e+000
  1.0023381868875321e+000  1.0628187642056923e+000
  1.0050854771149160e+000  1.0839129715562112e+000
  9.9741953170801090e-001  9.4913982910412598e-001
  9.9988749483119888e-001  1.0286464090228356e+000
  1.0068255004979814e+000  1.0829140193187410e+000
  9.9821309640945388e-001  1.0977022812061432e+000
  1.0024871795204615e+000  1.0231632794845045e+000
  9.9622669660170238e-001  1.0502245479363792e+000
  1.0046915294710095e+000  1.0289488289628095e+000
  1.0002229921718524e+000  9.5402397607889100e-001
  1.0028527157615741e+000  9.8649800378064112e-001
  9.9778717543036077e-001  9.5112678754771485e-001
  1.0023231964525874e+000  1.0466928173837080e+000
  1.0022021596597730e+000  9.8498943803242289e-001
  1.0012423847640455e+000  9.4805934038254269e-001
  1.0047379876784122e+000  9.7557946647704707e-001
  1.0069687719511953e+000  1.1080109128830220e+000
  9.9660198644059750e-001  1.0570006808098640e+000
  1.0034319791119199e+000  1.0252072273066997e+000
  1.0130516331394110e+000  9.9978047926052815e-001
  1.0018673181046465e+000  1.0039056266552233e+000
  1.0022108642603162e+000  9.8818200724750416e-001
  1.0023798424551678e+000  9.6533931645401805e-001
  1.0052719996861803e+000  9.7364795604099907e-001
  1.0030893352871764e+000  1.0258291108013688e+000
  1.0021841241938589e+000  9.7010377972437767e-001
  1.0105570773624559e+000  9.9505766761538050e-001
  1.0023089946411550e+000  1.0622425936313999e+000
  1.0023120085144999e+000  9.8370437971852531e-001
  1.0035597528581399e+000  9.4571309443421614e-001
  1.0032342163332859e+000  9.3003115753697796e-001
  9.9785768460427149e-001  9.6893336280653242e-001
  9.9832656311374868e-001  9.2956404023488748e-001
  1.0018363394042529e+000  9.3289857035628687e-001
  1.0035913390444982e+000  9.6223194200907736e-001
  1.0053670104921220e+000  1.0999095311070262e+000
  9.8979246606664129e-001  9.5505236541053751e-001
  1.0090357272260773e+000  1.0980525937074592e+000
  9.9688834577396235e-001  9.8418226488541849e-001
  1.0025046956818904e+000  8.2266449179393109e-001
  9.9390158212301249e-001  9.8122883408917527e-001
  1.0004549288314257e+000  1.0915918679453771e+000
  9.9607754673340498e-001  9.9794251068049544e-001
  9.9820967066454158e-001  9.7115879484069589e-001
  1.0036279011952689e+000  9.3423086508105146e-001
  1.0007841715653183e+000  9.1837633011857678e-001
  1.0007719544401112e+000  9.5972398377324220e-001
  1.0011444188211640e+000  9.4796345342325727e-001
  9.9964696827143740e-001  8.9743890439026908e-001
  9.9747286637253052e-001  9.1421644192192530e-001
  1.0022865821309364e+000  1.1113213993971200e+000
  9.9451527588095090e-001  9.5092535863807326e-001
  9.9979571965432668e-001  9.2871753966734838e-001
  1.0025531083506340e+000  1.2903648526684406e+000
  1.0050619192630228e+000  1.0298918261719312e+000
  1.0029476139568698e+000  1.0771176636851927e+000
  1.0011432062226191e+000  1.0280971850284317e+000
  1.0137834117245488e+000  1.0610925851616271e+000
  9.9912014866895837e-001  1.0689394464733692e+000
  9.9922121379379036e-001  9.5066500080059058e-001
  1.0016137945292436e+000  9.5159625180019669e-001
  9.9793794302148409e-001  9.5458167276272865e-001
  1.0025494732307143e+000  1.0318963015602467e+000
  1.0024575201663677e+000  1.0234853923876255e+000
  1.0058117925062231e+000  9.9557241521151063e-001
  1.0094452269867118e+000  1.1855764621629286e+000
  9.9625756617986649e-001  1.0706509794331396e+000
  1.0051455117874728e+000  1.0087785362390012e+000
  1.0047535328846271e+000  9.8252332254851560e-001
  9.9746512647446395e-001  9.7681298099072011e-001
  1.0065831696265652e+000  1.0426492966416085e+000
  1.0014972829452320e+000  9.9487519131355007e-001
  1.0024456473704393e+000  9.8015511781835196e-001
  1.0025977113959774e+000  1.0166923809991457e+000
  1.0028028689002630e+000  9.7098924844523760e-001
  1.0042700382967904e+000  1.0292845445219305e+000
  1.0062995490073006e+000  1.0867381572948451e+000
  1.0011293288226195e+000  9.9413173326369864e-001
  1.0000855834630389e+000  9.7468309667612851e-001
  9.9536441113237484e-001  9.9892468101587606e-001
  1.0018217531564673e+000  1.0090564875933281e+000
  1.0033549128718646e+000  9.8876436828372272e-001
  9.9839502221949150e-001  1.0568719421895059e+000
  1.0077944182120855e+000  9.8609145353096839e-001
  9.9754780678349564e-001  9.8058421537944507e-001
  1.0017216103168243e+000  1.0026173017790667e+000
  1.0080788039189086e+000  9.6650244776532379e-001
  1.0028582570936508e+000  1.0715368433383246e+000
  1.0007174301175776e+000  9.9984226300086587e-001
  9.9797209257067798e-001  9.5725760202604571e-001
  1.0099265614484931e+000  1.0005285584644750e+000
  1.0066114832611550e+000  1.0572103828306503e+000
  9.9963803097889070e-001  1.0676442949898370e+000
  1.0022962831071229e+000  1.0361218188781423e+000
  1.0038796585874696e+000  9.8708135225029592e-001
  9.9657616214291866e-001  1.0535066790654410e+000
  1.0053496238003252e+000  1.0623280845124021e+000
  1.0045058185626392e+000  9.8589081228188069e-001
  9.9651133162099470e-001  8.2686443463004877e-001
  1.0019728851454170e+000  1.0391018966989525e+000
  1.0049100971799347e+000  1.0057594898586506e+000
  9.9983709203170279e-001  1.0777870121380944e+000
  1.0037421695213233e+000  9.6454600670380342e-001
  1.0001523537749313e+000  1.0779147518740286e+000
  9.9642879467917156e-001  1.0104540161299811e+000
  1.0003619348962320e+000  9.8211498481140880e-001
  1.0056265324118894e+000  1.0446237354985535e+000
